sn	name	typeName	tips	contentBG
221522	Abundance: Moon	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221523	Abundance: Star	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221524	Abundance: Sky	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221531	Abundance: Sun	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221532	Abundance: Moon	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221533	Abundance: Star	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221534	Abundance: Sky	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221541	Abundance: Sun	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221542	Abundance: Moon	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221543	Abundance: Star	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221544	Abundance: Sky	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221551	Abundance: Sun	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221552	Abundance: Moon	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221553	Abundance: Star	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221554	Abundance: Sky	Revelation	A Revelation Card symbolizing abundance. Equipping it grants various effects.	<color=#ffffff>  </color>
221621	Power: Sun	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221622	Power: Moon	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221623	Power: Star	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221624	Power: Sky	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221631	Power: Sun	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221632	Power: Moon	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221633	Power: Star	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221634	Power: Sky	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221641	Power: Sun	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221642	Power: Moon	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221643	Power: Star	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221644	Power: Sky	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221651	Power: Sun	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221652	Power: Moon	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221653	Power: Star	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221654	Power: Sky	Revelation	A Revelation Card symbolizing power. Equipping it grants various effects.	<color=#ffffff>  </color>
221721	Transformation: Sun	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221722	Transformation: Moon	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221723	Transformation: Star	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221724	Transformation: Sky	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221731	Transformation: Sun	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221732	Transformation: Moon	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221733	Transformation: Star	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221734	Transformation: Sky	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221741	Transformation: Sun	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221742	Transformation: Moon	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221743	Transformation: Star	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221744	Transformation: Sky	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221751	Transformation: Sun	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221752	Transformation: Moon	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221753	Transformation: Star	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221754	Transformation: Sky	Revelation	A Revelation Card symbolizing transformation. Equipping it grants various effects.	<color=#ffffff>  </color>
221821	Worry: Sun	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221822	Worry: Moon	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221823	Worry: Star	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221824	Worry: Sky	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221831	Worry: Sun	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221832	Worry: Moon	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221833	Worry: Star	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221834	Worry: Sky	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221841	Worry: Sun	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221842	Worry: Moon	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221843	Worry: Star	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221844	Worry: Sky	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221851	Worry: Sun	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221852	Worry: Moon	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221853	Worry: Star	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221854	Worry: Sky	Revelation	A Revelation Card symbolizing worry. Equipping it grants various effects.	<color=#ffffff>  </color>
221921	Victory: Sun	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221922	Victory: Moon	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221923	Victory: Star	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221924	Victory: Sky	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221931	Victory: Sun	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221932	Victory: Moon	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221933	Victory: Star	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221934	Victory: Sky	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221941	Victory: Sun	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221942	Victory: Moon	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221943	Victory: Star	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221944	Victory: Sky	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221951	Victory: Sun	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221952	Victory: Moon	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221953	Victory: Star	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
221954	Victory: Sky	Revelation	A Revelation Card symbolizing victory. Equipping it grants various effects.	<color=#ffffff>  </color>
222021	Science: Sun	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222022	Science: Moon	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222023	Science: Star	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222024	Science: Sky	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222031	Science: Sun	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222032	Science: Moon	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222033	Science: Star	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222034	Science: Sky	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222041	Science: Sun	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222042	Science: Moon	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222043	Science: Star	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222044	Science: Sky	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222051	Science: Sun	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222052	Science: Moon	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222053	Science: Star	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222054	Science: Sky	Revelation	A Revelation Card symbolizing science. Equipping it grants various effects.	<color=#ffffff>  </color>
222121	Defeat: Sun	Revelation	A Revelation Card symbolizing defeat. Equipping it grants various effects.	<color=#ffffff>  </color>
222122	Defeat: Moon	Revelation	A Revelation Card symbolizing defeat. Equipping it grants various effects.	<color=#ffffff>  </color>
222123	Defeat: Star	Revelation	A Revelation Card symbolizing defeat. Equipping it grants various effects.	<color=#ffffff>  </color>
222124	Defeat: Sky	Revelation	A Revelation Card symbolizing defeat. Equipping it grants various effects.	<color=#ffffff>  </color>
